tick,population,active,withdrawn,dead_cumulative,births,deaths,mean_stress,mean_W,mean_density,max_cell_count,civilization_phase
333,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
334,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
335,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
336,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
337,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
338,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
339,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
340,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
341,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
342,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
343,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
344,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
345,0,0,0,20,0,0,0.0,0.0,0.0,0,expansion
